,diversity,wetc
0,0.8333333333333334,0.6576869462700244
1,0.8428571428571429,0.7331903647437955
2,0.8285714285714286,0.6632360083004075
3,0.775,0.6458625982680584
4,0.7625,0.6711044581256049
5,0.8,0.5962734783189021
6,0.75,0.6429694151655083
7,0.8142857142857143,0.6757748073728005
8,0.88,0.6988812445727055
9,0.775,0.7030424557345089
