,diversity,wetc
0,0.7909090909090909,0.6794774756785663
1,0.75,0.6154092024666141
2,0.79,0.6450912618313902
3,0.8,0.6610933701439262
4,0.7545454545454545,0.6609991359746584
5,0.78,0.6793367657451748
6,0.81,0.6403081813026501
7,0.79,0.6769995983791711
8,0.8,0.687625663513533
9,0.7888888888888889,0.6834589757358875
